Enter Website URL,Prediction,Confidence Score,Risk Score,Feature Analysis,timestamp
https://chatgpt.com/c/69b242f2-412c-83ab-ab73-07feede638c4,✅ Legitimate Website,100.00%,20/100,"'
Domain: chatgpt.com

URL Length: 58
Number of Dots: 1
Number of Dash: 4
HTTPS Used: Yes
",2026-03-15 14:47:34.025682
